#separator:tab
#html:true
Front	Back	Tags
Why is a fencing token required for safe failover?	A paused old leader cannot distinguish itself from a dead one. Each leadership term gets a monotonically increasing epoch; the storage layer rejects anything with a lower epoch. Without that, a node waking from a GC pause overwrites newer data.	backend replication-and-consistency replication CAP quorum consistency
Why is multi-leader replication usually the wrong answer?	It makes write conflicts permanent and structural. Last-write-wins on wall clocks silently loses data within the clock-skew window. Single leader plus regional read replicas, or partitioning write ownership by region, solves most of the motivating cases.	backend replication-and-consistency replication CAP quorum consistency
Why does a majority quorum make Raft safe?	Any two majorities of the same cluster share at least one node, and a voter only supports a candidate whose log is at least as current as its own. So any future leader has spoken to a node that saw every committed entry -- a committed entry can never be lost.	backend consensus-and-coordination Raft consensus locks fencing
How many failures does an N-node Raft cluster tolerate?	`floor((N-1)/2)`. Three nodes tolerate one, five tolerate two, and four still tolerate only one -- even counts add cost and an even-split risk without adding tolerance.	backend consensus-and-coordination Raft consensus locks fencing
What is a fencing token and why is it mandatory?	A monotonically increasing number issued with each lease, carried on every write, and compared by the *resource*, which rejects anything lower than the highest it has seen. It is the only defence against a holder that was paused long enough for its lease to expire.	backend consensus-and-coordination Raft consensus locks fencing
Why is Redlock contested?	It depends on bounded clock drift and bounded process pauses for safety, and it issues no fencing token, so a paused client can write after losing the lock. It is reasonable for efficiency locks (avoid duplicate work) and insufficient for correctness locks (prevent corruption).	backend consensus-and-coordination Raft consensus locks fencing
When should you use an idempotency key instead of a distributed lock?	Whenever you can make the operation safe to repeat. A unique constraint on a client-supplied key in the database that already owns the data is cheaper, has no extra failure domain, and stays correct under arbitrary retries and pauses.	backend consensus-and-coordination Raft consensus locks fencing
Monotonic clock vs wall clock -- when to use each?	Monotonic (`CLOCK_MONOTONIC`) for all durations, timeouts and lease self-checks, because it never jumps. Wall clock (`CLOCK_REALTIME`) only for display and audit timestamps, because NTP can step it forwards or backwards.	backend consensus-and-coordination Raft consensus locks fencing
What does a Hybrid Logical Clock give you over a Lamport clock?	The same causal-ordering guarantee, but with values that stay close to physical time, so timestamps are meaningful to a human reading a log and comparable to wall-clock events. Used by CockroachDB and YugabyteDB.	backend consensus-and-coordination Raft consensus locks fencing
What does Spanner do about clock uncertainty?	It measures it rather than ignoring it: TrueTime returns an interval with bounded error (~1-7 ms), and a commit deliberately waits out that interval before acknowledging, which is what buys external consistency. The cost is GPS and atomic clocks in every datacentre.	backend consensus-and-coordination Raft consensus locks fencing
Why keep etcd off the user request path?	A Raft cluster stops accepting writes when it cannot reach a majority, so its availability is deliberately lower than a single node's. Kubernetes puts it behind the API server so the control plane can be down while the data plane keeps serving traffic.	backend consensus-and-coordination Raft consensus locks fencing
Queue vs log, in one sentence each?	A queue has the broker track per-message delivery state and the message disappears on ack, enabling priority, delay and unbounded consumer scaling. A log is an immutable append-only sequence where each consumer group stores only an offset, making replay free and extra consumer groups cost nothing.	backend queues-and-streaming Kafka queues exactly-once DLQ
Why is `acks=all` insufficient for durability?	It waits for all *in-sync* replicas, and the ISR can shrink to just the leader. Then one acknowledgement equals one copy. You also need `min.insync.replicas=2` so the broker rejects the write, plus `unclean.leader.election.enable=false`.	backend queues-and-streaming Kafka queues exactly-once DLQ
What is the maximum useful parallelism of a Kafka consumer group?	The partition count. Each partition is assigned to exactly one consumer in the group, so additional consumers idle. Partition count is therefore a capacity decision made at topic creation, and adding partitions later changes key-to-partition mapping.	backend queues-and-streaming Kafka queues exactly-once DLQ
Why is consumer-side idempotency required even with Kafka transactions?	Kafka transactions atomically commit writes to Kafka topics plus the offsets. Any side effect outside Kafka -- an HTTP call, a Postgres row, an email -- is not covered, and there is no two-phase commit with an external system. So a dedupe store keyed on message identity is the actual mechanism.	backend queues-and-streaming Kafka queues exactly-once DLQ
Correct order of operations in an at-least-once consumer?	Write the effect and the dedupe row in one database transaction, then commit the Kafka offset. Any crash leaves either a harmless replay or a no-op. Committing the offset first silently builds at-most-once.	backend queues-and-streaming Kafka queues exactly-once DLQ
Why alert on the slope of consumer lag rather than its absolute value?	A lag spike that drains on its own is the queue absorbing a burst -- exactly its purpose -- and paging for it trains people to ignore the alert. Sustained growth means consumer throughput is below produce rate, so the backlog is unbounded and will eventually hit retention.	backend queues-and-streaming Kafka queues exactly-once DLQ
What is head-of-line blocking in a partition?	Retrying a failing message in place halts that partition, so every message behind it waits. With 20 partitions, 5% of keys stop being processed while group-averaged lag looks nearly normal. Fix with bounded attempts, tiered retry topics and a DLQ, and alert per partition.	backend queues-and-streaming Kafka queues exactly-once DLQ
What does log compaction give you?	The latest value per key retained indefinitely, with older values garbage-collected. The topic is simultaneously a change stream and a current-state snapshot, so new consumers bootstrap by reading from the beginning. Null values are tombstones marking deletion.	backend queues-and-streaming Kafka queues exactly-once DLQ
What causes a rebalance storm and how do you stop it?	Slow processing makes a member miss `max.poll.interval.ms`, triggering a rebalance that pauses the group and makes everyone slower. Fix with `CooperativeStickyAssignor`, a lower `max.poll.records`, an interval that fits real batch time, and static `group.instance.id`.	backend queues-and-streaming Kafka queues exactly-once DLQ
What is the dual-write problem?	Writing to your database and publishing to a broker are two independent non-transactional writes. A crash between them either loses the event silently or announces a state change that was rolled back. No ordering of the two is safe, so it must be designed away rather than handled carefully.	backend event-driven-architecture saga outbox CQRS event-sourcing
How does the transactional outbox fix it?	The event is inserted into a table in the same database transaction as the state change, so one atomic commit covers both. A separate relay reads the table and publishes, retrying freely -- it can only ever cause duplicates, which idempotent consumers absorb.	backend event-driven-architecture saga outbox CQRS event-sourcing
Why capture the outbox table with CDC rather than the business tables?	Because the event payload then stays a deliberately designed published contract. Capturing business tables makes your internal column names part of a forever contract, so you can never rename them.	backend event-driven-architecture saga outbox CQRS event-sourcing
What is the main operational risk of Debezium on Postgres?	The logical replication slot pins WAL until the consumer confirms it. A stalled connector on a busy database fills the primary's disk and causes a full outage. Cap `max_slot_wal_keep_size` so the slot is invalidated instead, and monitor slot lag.	backend event-driven-architecture saga outbox CQRS event-sourcing
Event notification vs event-carried state transfer?	Notification sends only an id, so consumers must call back -- re-creating the synchronous coupling the broker removed, plus a read-replica race. State transfer sends enough state to act independently, at the cost of larger messages and stricter schema discipline. State transfer is usually the right default.	backend event-driven-architecture saga outbox CQRS event-sourcing
Orchestration vs choreography -- when to use each?	Orchestrate anything with money or a compensation you would have to explain to a customer, because you get one queryable place for saga state and centralised, testable compensation. Choreograph loosely-coupled reactions like search indexing and notifications.	backend event-driven-architecture saga outbox CQRS event-sourcing
What is the key heuristic for ordering saga steps?	Put the hardest-to-compensate action last. Voiding an authorisation is clean, refunding a capture costs fees, and an email cannot be un-sent -- so notification is always the final step.	backend event-driven-architecture saga outbox CQRS event-sourcing
Four ways to handle projection lag in the UI?	Render optimistically from the submitted data and reconcile; carry a read-your-writes token so the read waits for the projection; return the projected entity directly from the command; or show an explicit pending state. Different screens want different ones.	backend event-driven-architecture saga outbox CQRS event-sourcing
Which event schema changes are safe on a retained log?	Only adding optional fields. Never rename, never change a type, and never repurpose a field -- the last passes every compatibility check while silently corrupting meaning, including for replays. When semantics change, emit a new event type and run both.	backend event-driven-architecture saga outbox CQRS event-sourcing
How do you rebuild a projection safely?	Build into a new table or index while the old one keeps serving, then switch a pointer or alias atomically once it has caught up. Never rebuild in place, and never replay into a consumer with external side effects like email.	backend event-driven-architecture saga outbox CQRS event-sourcing
State the six steps of a back-of-envelope estimate.	Users to daily actives to actions per day; convert to average rps and apply a peak factor of 2-4x; split reads from writes; size one item and multiply for storage including indexes and replication; compute bandwidth; convert to machines at a target utilisation, not at 100%.	backend scalability-and-capacity capacity Little's-Law autoscaling estimation
What is `W = S / (1 - ρ)` and why does it matter?	Average time in a single-server queue given service time `S` and utilisation `ρ`. It is a hyperbola, so at 70% utilisation you are at 3.3x service time, at 90% 10x, at 99% 100x. It is why planning to 90% CPU is planning an incident.	backend scalability-and-capacity capacity Little's-Law autoscaling estimation
Why is arrival variance the underlying cause of the utilisation curve?	Requests arrive in clumps. At low utilisation there is idle time between clumps to drain the backlog; near saturation there is not, so waits compound. High variance in service time makes it worse than the formula predicts.	backend scalability-and-capacity capacity Little's-Law autoscaling estimation
Give three uses of Little's Law.	Pool sizing (`L = λW`: 2,400 q/s at 4 ms needs ~10 connections); concurrency ceiling (20 threads at 45 ms caps you at 444 rps); and converting queue depth to delay (400k lag at 5k/s is 80 seconds).	backend scalability-and-capacity capacity Little's-Law autoscaling estimation
Why is CPU the wrong autoscaling signal for an I/O-bound service?	Threads blocked on a slow dependency consume no CPU, so a badly degraded fleet looks idle. CPU also lags -- by the time it rises, queues are deep. Scale on in-flight concurrency or derived queue wait time.	backend scalability-and-capacity capacity Little's-Law autoscaling estimation
What causes autoscaling oscillation and how do you stop it?	Symmetric up and down thresholds: scaling up drops per-instance load below the scale-down threshold, and so on, flapping at roughly the boot interval. Fix with immediate scale-up, a long stabilisation window on scale-down, and small percentage steps.	backend scalability-and-capacity capacity Little's-Law autoscaling estimation
Why can a scale-up event temporarily raise p99?	Cold instances pass readiness before JIT warm-up, connection pools and caches are ready, then receive a full traffic share and respond slowly. Use slow-start ramping, a readiness probe that reflects real readiness, and warm pools for spiky load.	backend scalability-and-capacity capacity Little's-Law autoscaling estimation
Difference between Amdahl's law and the Universal Scalability Law?	Amdahl says a serial fraction `s` caps speedup at `1/s` -- throughput plateaus. USL adds a coherency cost growing with the square of node count, so throughput peaks and then *declines*: adding a node can make the system slower.	backend scalability-and-capacity capacity Little's-Law autoscaling estimation
Honest case for vertical scaling?	A single machine reaches ~192 cores and 2 TB of RAM, and resizing is one restart with no partitions, rebalancing or cross-shard queries. Scale the stateless tier horizontally from day one and the stateful tier vertically for as long as you can; sharding imports the whole distributed-systems syllabus.	backend scalability-and-capacity capacity Little's-Law autoscaling estimation
What is a metastable failure mode?	A state the system stays in after the original trigger is gone, sustained by its own retry traffic. There are two stable states and no self-recovery path from the broken one -- exiting requires external intervention such as shedding load or restarting clients.	backend resilience-patterns timeouts retries circuit-breaker backpressure
Why is full jitter better than plain exponential backoff?	Backoff alone leaves clients synchronised, so they retry together at each boundary and arrive as a herd. Full jitter -- `random(0, min(cap, base * 2^n))` -- spreads them across the whole interval, reducing both total work and completion time.	backend resilience-patterns timeouts retries circuit-breaker backpressure
What is a retry budget and why is it the piece usually missing?	A token bucket capping retries at a small fraction (~10%) of successful traffic. Per-request retry limits still allow load to multiply during a broad failure; a budget empties and stops retries automatically, so you retry hard for a blip and not at all for a systemic outage.	backend resilience-patterns timeouts retries circuit-breaker backpressure
Why can you not retry a timed-out `POST`?	A timeout is an unknown outcome, not a failure -- the write may have succeeded with the response lost. Retrying duplicates it unless the endpoint honours an idempotency key.	backend resilience-patterns timeouts retries circuit-breaker backpressure
What does a circuit breaker actually buy you?	It converts a slow failure into an instant one, so threads are not held waiting, and it gives the struggling dependency room to recover. It is only appropriate where a meaningful fallback exists -- on a hard dependency it turns partial failure into total failure.	backend resilience-patterns timeouts retries circuit-breaker backpressure
What is a bulkhead, and what does it cost?	Separate resource pools per dependency, so exhaustion is contained -- a slow recommendations service fills its own 10 permits instead of all 200 workers. The cost is lost utilisation, because a class cannot burst into idle capacity reserved for others.	backend resilience-patterns timeouts retries circuit-breaker backpressure
What is the right signal for load shedding?	Queue wait time measured at dequeue, compared against the request deadline. A request queued longer than its deadline is worthless, so drop it before parsing the body. Latency alone conflates slow work with queued work.	backend resilience-patterns timeouts retries circuit-breaker backpressure
Why must every queue be bounded?	An unbounded queue converts a throughput problem into an OOM crash, and everything in a deep queue has already timed out. Bound at roughly two seconds of work and make the full behaviour an explicit choice: block, drop newest, drop oldest, or reject.	backend resilience-patterns timeouts retries circuit-breaker backpressure
Difference between liveness, readiness and a deep health check?	Liveness asks whether the process is wedged -- failure means restart, so it must never check a dependency. Readiness asks whether this instance can serve now -- failure removes it from the load balancer. Deep checks verify the whole graph and should page a human, never drive routing, and you need a minimum-healthy override so a shared outage does not zero your capacity.	backend resilience-patterns timeouts retries circuit-breaker backpressure
Why is a fixed window limiter flawed?	It allows up to twice the limit across a boundary -- 100 requests at 10:00:59 plus 100 at 10:01:00 satisfies both windows while delivering 200 in a second. A sliding window counter or token bucket removes the artefact.	backend rate-limiting-and-tenancy rate-limiting quotas multi-tenant fairness
How does a sliding window counter work?	Keep counters for the current and previous fixed windows and weight the previous one by its remaining overlap: `current + 0.75 * previous` at 15 seconds into a 60-second window. Two integers per key, approximate because it assumes the previous window was evenly spread.	backend rate-limiting-and-tenancy rate-limiting quotas multi-tenant fairness
Why is token bucket the usual default?	Capacity `B` and refill rate `R` separate permitted burst from sustained rate, which matches how real clients behave. It stores two values per key, refills lazily on read, and needs no background timer.	backend rate-limiting-and-tenancy rate-limiting quotas multi-tenant fairness
When is a leaky bucket better than a token bucket?	When you want to *delay* rather than reject -- smoothing bursty traffic to a fragile downstream that must never exceed a fixed rate. The cost is added latency, and the queue must still be bounded.	backend rate-limiting-and-tenancy rate-limiting quotas multi-tenant fairness
Why must a distributed limiter use a Lua script?	Read-modify-write across many instances interleaves, so the effective limit becomes the true limit times the concurrency. Lua runs on Redis's single command thread, making the decision indivisible. Keep it to one key so it survives cluster resharding, and pass the timestamp in from the caller.	backend rate-limiting-and-tenancy rate-limiting quotas multi-tenant fairness
Why is limiting on IP address dangerous?	Carrier-grade NAT can put hundreds of thousands of mobile subscribers behind one IPv4 address, so one script blocks a region. Conversely, an IPv6 household has a /64 -- 18 quintillion addresses -- so per-address limiting is trivially evaded. Limit identity when authenticated, and prefixes for IPv6.	backend rate-limiting-and-tenancy rate-limiting quotas multi-tenant fairness
Distinguish rate, concurrency and quota limits.	Rate bounds arrival frequency. Concurrency bounds resources held simultaneously, which is what actually causes outages and is right for long-running work. Quota bounds total consumption over a billing period and must be accurate and auditable.	backend rate-limiting-and-tenancy rate-limiting quotas multi-tenant fairness
Why does rate limiting not solve noisy neighbours?	It caps demand but does not allocate supply. Every tenant can be within their limit while the sum exceeds capacity, and requests differ in cost by orders of magnitude. You need cost weights, per-tenant concurrency limits and weighted fair queueing.	backend rate-limiting-and-tenancy rate-limiting quotas multi-tenant fairness
What is deficit round robin and why use it?	Each per-tenant queue receives a quantum of credit per round, dequeues while credit remains, and carries the remainder forward. It is O(1) per dequeue, handles variable item costs correctly, and redistributes idle tenants' shares so isolation does not waste capacity.	backend rate-limiting-and-tenancy rate-limiting quotas multi-tenant fairness
Why can you not average percentiles?	A percentile is an order statistic over a population, so the mean of two percentiles is not a percentile of anything. Nine pods at 20 ms plus one at 5 s averages to 518 ms, hiding one dead pod behind an apparent general slowdown. Sum histogram buckets across instances, then compute the quantile once.	backend backend-observability SLO tracing metrics on-call
Why is a histogram better than a gauge for latency?	A gauge samples one request every scrape interval, missing the tail almost entirely. A histogram counts every request into buckets, so any quantile can be computed over any range afterwards -- and bucket counts are additive across instances, which quantiles are not.	backend backend-observability SLO tracing metrics on-call
How does metric cardinality grow with labels?	Multiplicatively -- series count is the product of distinct values across all labels. 5 methods x 12 statuses x 40 routes x 5,000 customers is 12 million series. Keep identity in traces and logs; metrics get bounded dimensions only.	backend backend-observability SLO tracing metrics on-call
Head sampling vs tail sampling?	Head sampling decides at the root span before anything is known, so a 1% rate discards nearly all errors. Tail sampling buffers until the trace completes, letting you keep 100% of errors and slow traces plus a 1% baseline -- at the cost of stateful Collectors and trace-id-aware load balancing.	backend backend-observability SLO tracing metrics on-call
Define SLI, SLO, SLA precisely.	SLI is a measured ratio of good events to valid events. SLO is a target on that SLI over a stated window (99.9% / 28 rolling days). SLA is a customer contract with a financial penalty, and your SLO should be a nine tighter so breaching it is an internal signal, not a refund.	backend backend-observability SLO tracing metrics on-call
What is an error budget and what makes it useful?	`1 - SLO`, expressed as allowed bad events or bad time -- 99.9% over 28 days is about 40 minutes. It is useful only with a policy attached: spare budget buys faster deploys and riskier experiments, exhausted budget means feature work stops.	backend backend-observability SLO tracing metrics on-call
What is a 14.4x burn rate, and why alert on two windows?	You are consuming error budget 14.4x faster than sustainable, so a 28-day budget is gone in about 2 days -- the canonical fast-burn page threshold. Pair a long window (sensitive enough to catch real erosion) with a short confirmation window (so the alert clears after recovery); requiring both avoids paging on every blip and avoids noticing only once the SLO has already broken.	backend backend-observability SLO tracing metrics on-call
RED vs USE?	RED (Rate, Errors, Duration) measures request-driven services and tells you the user is suffering. USE (Utilisation, Saturation, Errors) measures resources and tells you why. Saturation -- the queue of waiting work -- is the most predictive and the most often omitted.	backend backend-observability SLO tracing metrics on-call
What makes on-call sustainable?	Every page is actionable or it becomes a ticket; under roughly two pages per shift, with excess treated as a reliability bug getting engineering time; a runbook linked from every alert; blameless postmortems with owned action items; and rotations no heavier than one week in four.	backend backend-observability SLO tracing metrics on-call
Authentication vs authorisation, and why conflating them breaks things?	Authentication establishes who the caller is; authorisation decides whether they may perform this action on this resource. A service that validates a token perfectly and then trusts a client-supplied `tenant_id` has authenticated and authorised nothing, which is a cross-tenant breach.	backend backend-security OAuth OIDC JWT authorisation
Which OAuth flow for a SPA, and why?	Authorization code with PKCE. The client sends a SHA-256 challenge and redeems the code with the original verifier, so a stolen authorization code is useless. Implicit was removed in OAuth 2.1 because tokens in the URL fragment leak through history, referrers and logs.	backend backend-security OAuth OIDC JWT authorisation
What is an ID token not for?	Calling APIs. It is an assertion to *your application* that a user authenticated, with `aud` naming your client. Use it to establish a session, then use the access token -- which carries `scope` and an `aud` for the API -- for API calls. Check `aud` on both sides.	backend backend-security OAuth OIDC JWT authorisation
What is JWT algorithm confusion?	The `alg` header is attacker-controlled, so a naive verifier can be tricked into accepting `alg: none`, or into verifying an `HS256` token using your RSA public key as the HMAC secret -- which is public. Pin the expected algorithm and key in the verifier and reject mismatches.	backend backend-security OAuth OIDC JWT authorisation
When is an opaque session token better than a JWT?	Whenever you need immediate logout or immediate permission changes -- so, for browser sessions. It costs a sub-millisecond store lookup and buys revocability. Reserve JWTs for short-lived access tokens of 5-15 minutes, where offline validation is the point.	backend backend-security OAuth OIDC JWT authorisation
How does refresh token rotation with reuse detection work?	Each use returns a new token and invalidates the old. Presenting an already-rotated token means a copy exists outside the legitimate client, so you revoke the whole token family and force re-authentication. The cost of a false positive is one login prompt.	backend backend-security OAuth OIDC JWT authorisation
What does SPIFFE give you over static service API keys?	A cryptographic workload identity (`spiffe://trust-domain/ns/team/sa/service`) backed by short-lived, automatically rotated certificates. No long-lived secret exists to leak, and authorisation policy becomes a reviewable statement enforced at the sidecar before reaching your code.	backend backend-security OAuth OIDC JWT authorisation
RBAC vs ABAC vs ReBAC?	RBAC decides from roles and is simple until per-resource permissions cause a role explosion. ABAC evaluates attributes and expresses conditions well but answers "who can see this" poorly. ReBAC stores relationship tuples and handles inheritance -- "edit on the folder implies edit on the file" -- which is the Zanzibar model used by Drive and GitHub.	backend backend-security OAuth OIDC JWT authorisation
Why use Postgres row-level security in a multi-tenant app?	Because scattered per-handler tenant checks guarantee one will be missing. RLS with `SET LOCAL app.tenant_id` inside the transaction makes the database reject cross-tenant rows regardless of application code, turning a forgotten filter into zero rows instead of a breach.	backend backend-security OAuth OIDC JWT authorisation
What actually prevents SSRF reaching cloud metadata?	IMDSv2 with a hop limit, so the metadata service requires a PUT-obtained token and cannot be reached through a proxied request. Plus resolving the hostname yourself, rejecting private/loopback/link-local IPs, connecting to the resolved IP to defeat DNS rebinding, and disallowing redirects.	backend backend-security OAuth OIDC JWT authorisation
What does the Kubernetes scheduler bin-pack by?	By `requests` only -- not by actual usage and not by limits. So requests are the entire input to capacity planning: set too high and you pay for idle nodes, too low and the scheduler overcommits the node into starvation.	backend infra-and-deployment Kubernetes canary migrations containers
Why is a CPU limit dangerous for a latency-sensitive service?	It is a CFS quota per 100 ms period, consumed in parallel by all threads. Eight threads with a 1-core limit burn the quota in 12.5 ms and then freeze for 87.5 ms, putting a ~90 ms floor under p99 while average CPU reads 40%. Watch `container_cpu_cfs_throttled_seconds_total`.	backend infra-and-deployment Kubernetes canary migrations containers
Why must a memory limit be set even though a CPU limit often should not?	Memory is incompressible -- there is no way to give a process less than it is using, so the kernel OOM-kills instead of throttling. Exit 137 with no stack trace and dropped in-flight requests. CPU can be throttled; memory cannot, so the limit is the only bound.	backend infra-and-deployment Kubernetes canary migrations containers
What must a liveness probe never check, and why?	Any external dependency. Liveness failure kills the container, and restarting your app does not fix someone else's database -- so a shared dependency blip kills the entire fleet at once and the cold-start stampede sustains the loop. Dependency checks belong in readiness.	backend infra-and-deployment Kubernetes canary migrations containers
Why do you need a preStop hook?	SIGTERM delivery and endpoint removal happen concurrently, and removal takes time to propagate to every proxy. A preStop sleep of 5-15 seconds keeps the pod serving during propagation, which is what eliminates the deploy-time 502s.	backend infra-and-deployment Kubernetes canary migrations containers
What should an HPA scale on for an IO-bound service?	Requests per second per pod or in-flight concurrency -- CPU stays flat at 20% while latency triples, so a CPU-based HPA never fires. Queue consumers should scale on consumer lag via KEDA. Scale up fast, scale down slowly (~300 s stabilisation).	backend infra-and-deployment Kubernetes canary migrations containers
What does expand/migrate/contract mean and why is it required?	Add the new schema (expand), run code that writes both and backfill, switch reads, stop writing the old, then drop it (contract). Required because rolling deploys run both code versions simultaneously, so every intermediate state must be readable by both and independently reversible.	backend infra-and-deployment Kubernetes canary migrations containers
How do you backfill 40M rows safely, and why set `lock_timeout` before DDL?	Bounded PK-ordered batches with a resumable high-water mark, short transactions so replicas keep up, and a throttle gated on replication lag. Set `lock_timeout` because DDL waiting for `ACCESS EXCLUSIVE` queues every subsequent query including plain `SELECT`s, so one long transaction turns a metadata change into a table outage.	backend infra-and-deployment Kubernetes canary migrations containers
What does canary catch that rolling and blue-green do not?	Performance regressions -- a deploy that crashes nothing, passes every probe, and is 40% slower at p99. Compare against the stable version running concurrently so time-of-day effects cancel, require a minimum sample size, and route by a sticky session key.	backend infra-and-deployment Kubernetes canary migrations containers
Why is TTFT a different metric from inter-token latency?	They come from different phases with opposite bottlenecks. TTFT is prefill: compute-bound, scales with input length, fixed by prompt size and prefix caching. Inter-token latency is decode: memory-bandwidth-bound, scales with model size, barely affected by prompt length.	ai llm-fundamentals tokens context sampling latency
Why does batching help decode much more than prefill?	Decode reads the entire model weights from HBM to produce one token, so it is bandwidth-starved and nearly idle on compute — batching amortises that weight read across many sequences. Prefill already saturates the GPU's arithmetic units, so there is little spare capacity to fill.	ai llm-fundamentals tokens context sampling latency
Is `temperature: 0` deterministic?	No, not in hosted serving. GPU floating-point reductions are non-associative, batch composition changes how work is partitioned, MoE routing can be batch-sensitive, and providers update builds behind stable aliases. Reproducible intent, not reproducible bytes.	ai llm-fundamentals tokens context sampling latency
Why do LLMs fail at counting letters and multi-digit arithmetic?	BPE tokens do not align with characters or digits. `1234567` may be three tokens that cut across place value, and the model never sees individual letters as units. Route these to a tool rather than prompting harder.	ai llm-fundamentals tokens context sampling latency
What does quadratic attention actually cost you in production?	Attention compute grows as O(n²) in sequence length while the KV cache grows linearly. FlashAttention lowers the constant but not the asymptotics. In practice the KV cache is what caps concurrency per GPU, and prefill time is what caps your TTFT.	ai llm-fundamentals tokens context sampling latency
Why is hallucination not fixable by prompting?	The training objective rewards plausible continuations, not true ones, and there is no separate truth signal to consult. You manage it structurally: ground in retrieved text, constrain with schemas, verify claims against systems of record, and reward an explicit refusal path.	ai llm-fundamentals tokens context sampling latency
Why is the same feature more expensive in Hindi or Japanese?	BPE merges are learned mostly from English-heavy corpora, so non-Latin scripts fragment into more tokens — often 2-4x for the same meaning. Both cost and effective context length are affected, with no code change involved.	ai llm-fundamentals tokens context sampling latency
What belongs in the prompt prefix and why?	Everything byte-stable: system prompt, tool definitions, long-lived policy text — ordered first. Providers cache processed prefixes at a large discount and skip re-prefilling them, which cuts both TTFT and input cost. A single interpolated timestamp at the top destroys the hit.	ai llm-fundamentals tokens context sampling latency
What does JSON mode guarantee, and what does it not?	It guarantees the output parses as JSON. It does not guarantee the declared keys are present, the types are right, enum values are legal, or the content is true. Always follow it with a real schema validator.	ai prompting-and-structured-output prompting JSON-schema validation function-calling
How does constrained decoding work?	A grammar or finite-state machine tracks the partial output and masks the logits at each step so only tokens that keep the output schema-valid can be sampled. Invalid output becomes impossible rather than unlikely — see Outlines, XGrammar, llguidance in vLLM, or `response_format: json_schema` on hosted APIs.	ai prompting-and-structured-output prompting JSON-schema validation function-calling
Why should a `rationale` field come before a `decision` field?	JSON is generated token by token in key order. Reasoning generated before the decision conditions the decision on it. Reasoning generated after is a post-hoc rationalisation of a label already chosen, so you pay for chain of thought and get no accuracy.	ai prompting-and-structured-output prompting JSON-schema validation function-calling
Why must every enum include an `other` member?	A closed enum with no escape forces the model to pick a wrong label when nothing fits, converting honest uncertainty into confident, machine-readable error. A rising `other` rate is also a useful signal that your taxonomy has drifted from reality.	ai prompting-and-structured-output prompting JSON-schema validation function-calling
What belongs in a schema `description` field?	The instruction for that specific field — "copy verbatim or null, never infer", "one sentence, max 300 chars". Descriptions are part of the prompt and sit adjacent to the field they govern, which survives refactoring far better than a rules paragraph elsewhere.	ai prompting-and-structured-output prompting JSON-schema validation function-calling
Why cap the repair loop at one retry?	A single repair with the validator's own error text recovers most schema failures; a second rarely converges. Unbounded retries turn a bad-input class into a latency and cost spike, and mask the repair rate that should be telling you the schema has a defect.	ai prompting-and-structured-output prompting JSON-schema validation function-calling
Why is regex extraction of JSON dangerous?	A regex has no model of nesting. It will match an inner object inside a string field, or the first of two objects, and hand you something that parses cleanly and means the wrong thing — a silent failure whose symptoms show up far from the cause.	ai prompting-and-structured-output prompting JSON-schema validation function-calling
What is the cost of chain-of-thought reasoning?	Reasoning tokens are output tokens — the expensive kind — generated serially in the decode phase, so tripling reasoning roughly triples time to the visible answer. Worth it for multi-step problems, wasteful for classification and extraction.	ai prompting-and-structured-output prompting JSON-schema validation function-calling
Why pin the model version inside the prompt module?	So a prompt A/B test has one variable. Provider aliases roll to new builds without a deploy of yours; if the model moves during a prompt experiment the result is uninterpretable, and a silent provider change looks like a prompt regression.	ai prompting-and-structured-output prompting JSON-schema validation function-calling
What is recall@k for an ANN index and how do you measure it?	The fraction of the true k nearest neighbours that the approximate index returned. Measure it by running a sample of production queries against an exact scan for ground truth, then comparing top-k overlap at each `efSearch`. If you cannot state this number, you do not know what your index is serving.	ai embeddings-and-vector-search embeddings HNSW ANN pgvector
Which HNSW parameter can you change per query, and which is permanent?	`efSearch` is per-query and trades recall for latency freely. `M` is fixed at build time and determines memory and graph connectivity — changing it requires a full rebuild. `efConstruction` affects build quality and build time only.	ai embeddings-and-vector-search embeddings HNSW ANN pgvector
Why does post-filtering break multi-tenant search?	It retrieves the global top-k then drops rows failing the predicate. With a highly selective filter — a small workspace, a restrictive ACL — almost nothing survives, so users see empty results. It is a correctness bug, not a latency one; push the predicate into graph traversal.	ai embeddings-and-vector-search embeddings HNSW ANN pgvector
Why does high dimensionality defeat kd-trees?	As dimensions grow, the ratio between nearest and farthest distances approaches 1, so no branch can be safely pruned. The tree ends up examining most of the space, which is a linear scan with worse constants. Hence approximate graph and clustering methods instead.	ai embeddings-and-vector-search embeddings HNSW ANN pgvector
Rough memory for 10M vectors at 768 dimensions in float32 HNSW?	Vectors are 10M × 768 × 4 bytes ≈ 30.7 GB, plus graph links of roughly N × M × 2 × 8 bytes (≈2.8 GB at M=16), so about 33-35 GB resident. Always do this arithmetic before choosing an index type.	ai embeddings-and-vector-search embeddings HNSW ANN pgvector
What does product quantisation trade?	It splits each vector into sub-vectors and replaces each with a codebook centroid ID, giving 8-64x compression at a real recall cost. The cost is usually recovered by re-ranking the top few hundred candidates against full-precision vectors.	ai embeddings-and-vector-search embeddings HNSW ANN pgvector
